
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005597                       # Number of seconds simulated (Second)
simTicks                                   5596681500                       # Number of ticks simulated (Tick)
finalTick                                  5596681500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    135.17                       # Real time elapsed on the host (Second)
hostTickRate                                 41404985                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1200804                       # Number of bytes of host memory used (Byte)
simInsts                                     19928450                       # Number of instructions simulated (Count)
simOps                                       35336477                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   147433                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     261424                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         11193364                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36857301                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       36                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       36467983                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2199                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1520854                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1764530                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  18                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            11094290                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.287095                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.993073                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   1052400      9.49%      9.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1270006     11.45%     20.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    956306      8.62%     29.55% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3403279     30.68%     60.23% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1729228     15.59%     75.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1142238     10.30%     86.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    785463      7.08%     93.19% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    308312      2.78%     95.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    447058      4.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              11094290                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  569742     95.02%     95.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     95.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     95.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     95.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     95.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     95.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     95.02% # attempts to use FU when none available (Count)
