
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005528                       # Number of seconds simulated (Second)
simTicks                                   5528087500                       # Number of ticks simulated (Tick)
finalTick                                  5528087500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    137.25                       # Real time elapsed on the host (Second)
hostTickRate                                 40277970                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1200808                       # Number of bytes of host memory used (Byte)
simInsts                                     19928450                       # Number of instructions simulated (Count)
simOps                                       35336477                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   145200                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     257463                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         11056176                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36868786                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       37                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       36480147                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3131                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1532340                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1768076                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  19                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            10963244                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.327496                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.967043                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    910093      8.30%      8.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1250499     11.41%     19.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    903576      8.24%     27.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3547178     32.36%     60.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1768070     16.13%     76.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1036524      9.45%     85.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    786814      7.18%     93.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    278742      2.54%     95.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    481748      4.39%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              10963244                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  568806     95.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     95.00% # attempts to use FU when none available (Count)
