
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005529                       # Number of seconds simulated (Second)
simTicks                                   5528696000                       # Number of ticks simulated (Tick)
finalTick                                  5528696000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    138.80                       # Real time elapsed on the host (Second)
hostTickRate                                 39833422                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1200804                       # Number of bytes of host memory used (Byte)
simInsts                                     19928450                       # Number of instructions simulated (Count)
simOps                                       35336477                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   143581                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     254594                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         11057393                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36871767                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       37                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       36480012                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3140                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              1535321                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1776216                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  19                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            10963787                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.327319                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.976514                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    945023      8.62%      8.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1251161     11.41%     20.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    938113      8.56%     28.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3406555     31.07%     59.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1734845     15.82%     75.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1141487     10.41%     85.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    786062      7.17%     93.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    314555      2.87%     95.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    445986      4.07%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              10963787                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  569104     95.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     95.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     95.00% # attempts to use FU when none available (Count)
