
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005419                       # Number of seconds simulated (Second)
simTicks                                   5418528500                       # Number of ticks simulated (Tick)
finalTick                                  5418528500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    139.68                       # Real time elapsed on the host (Second)
hostTickRate                                 38793017                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1199784                       # Number of bytes of host memory used (Byte)
simInsts                                     19928450                       # Number of instructions simulated (Count)
simOps                                       35336477                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   142674                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     252985                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         10837058                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        35924518                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       36                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       35774214                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1298                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               588071                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            636183                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  18                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            10733818                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.332851                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.975835                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                    922080      8.59%      8.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   1244160     11.59%     20.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1008782      9.40%     29.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   3113284     29.00%     58.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1652138     15.39%     73.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1314192     12.24%     86.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    741796      6.91%     93.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    356738      3.32%     96.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    380648      3.55%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              10733818                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  583737     95.29%     95.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     95.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     95.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     95.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     95.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     95.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     95.29% # attempts to use FU when none available (Count)
